USDA Food Name,GI DB Food name,Similarity Score
"Seafood stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Chicken curry. without bone,0.7810345123632325
Shrimp chow mein or chop suey with noodles,Apricot and Almond bar,0.7786485803745871
"Shrimp creole, with rice",Minced beef. stewed,0.776541161362369
Tuna pot pie,White bread Multiple,0.7820339003459917
"Tuna noodle casserole with vegetables, cream or white sauce","Russet potatoes, baked without fat",0.7822902447774807
"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",Pasta With Meat And Vegetables. Baked,0.7726980512622265
"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",Steak and kidney pie. single crust. homemade,0.7732241542399169
Bouillabaisse,Curds Spread With Sweet Capsicum,0.7783638043469119
"Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Salad dressing. oil and vinegar,0.7721045781303304
Tuna noodle casserole with vegetables and mushroom sauce,Banana (Musa paradisiaca),0.7821921752776827
"Codfish with starchy vegetables, Puerto Rican style",caramel snack a jacks,0.7704221464204974
"Codfish salad, Puerto Rican style (Gazpacho de bacalao)","Marmalade, orange",0.7779192032725012
"Stewed codfish, Puerto Rican style","Haricot/Navy beans, dried, boiled",0.778777413450604
"Biscayne codfish, Puerto Rican style","Soy Beverage, Original flavored, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada) Canada",0.7753127425287809
"Stew, NFS",cottage cheese 10%,0.7768875599610144
"Goulash, NFS","Baked Beans in Tomato sauce, canned, reheated in microwave for 1.5 min (HJ Heinz, Australia)",0.7798155373106467
"Meat pie, NFS",hazelnut,0.7758664063490832
"Chow mein or chop suey, NS as to type of meat, with noodles","Instant, prepared with warm water",0.7825812112964773
"Paella, NFS",Grapefruit Juice,0.7834020808163169
Brunswick stew,rabbit roast with sauce,0.7753588201216126
"Chow mein or chop suey, various types of meat, with noodles","leek, raw",0.7694427540816869
"Stewed tripe, with potatoes, Puerto Rican style","toffees, with chocolate",0.7818335478509341
Gumbo with rice,Tesco HL Lincolnshire Pork Sausages 57g,0.7717970968042407
Jambalaya with meat and rice,Tomato soup (Weight Watchers),0.7744217926960572
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce","Banana, slightly under-ripe (yellow with green sections)",0.7750908437670468
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",liver sausage with onions,0.7738272772532332
"Beef shish kabob with vegetables, excluding potatoes",Haddock. in batter. fried in retail blend oil,0.7794460060242041
"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce","Turkish bread, white wheat flour",0.7749845249735567
Swiss steak,Pork & Leek sausages (Asda) 454g for 6,0.7799744644296931
"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce","Creamed rice porridge Robinsons First Tastes from 4 months (Nutricia, Wells, UK)",0.7703339984205864
"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Quavers Walkers Cheese Flavour (20g),0.7781831264889792
"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Pork sausages. chilled. fried,0.7796015387177153
"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce","Milk, skim, made from powder (Arla Foods, Sweden)",0.7730622061671525
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Fennel seed,0.7783647565865808
Beef and broccoli,Curds Spread With Sweet Capsicum,0.781874709825422
"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Old potatoes. roast in lard,0.7788283304863358
Hunan beef,Chocolate. milk. with nuts,0.7807731775637488
"Beef chow mein or chop suey, no noodles","Bran Chex™ (Nabisco Brands Ltd., Toronto, Canada) 29 Canada",0.7770690844798083
Kung Pao beef,Chicken Breast With Vegetables In Creamy Sauce. Stewed,0.7809049983171138
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",advocaat,0.7806010098129482
"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",Minced/skinned tomatoes,0.7790536856208741
Pepper steak,double decker,0.778346616890251
"Beef, ground, with egg and onion",Potato crisps. square,0.7816102186388075
Beef salad,Weight Watchers Sliced Malted Danish Bread,0.7733383147764767
"Beef taco filling: beef, cheese, tomato, taco sauce",Currant nectar,0.7729837375390809
Stir fried beef and vegetables in soy sauce,"Sunflower seeds, shelled, dried",0.7784387839402926
"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",Flaxseeds,0.773591473701249
"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",Avocado. fresh. raw,0.7717450425823683
Seasoned shredded soup meat,Heinz instant chicken noodle made up 385g <1%fat,0.7825179489793594
"Beef stew with vegetables excluding potatoes, Puerto Rican style",potato-carrot-turnip stew,0.7796797760976968
"Corned beef with tomato sauce and onion, Puerto Rican style","Fermented cow's milk (ropy milk, långfil, 3% fat) (Arla, Gävle, Sweden)",0.7877748833096055
"Beef steak with onions, Puerto Rican style",Liver. goose. raw,0.7744308864807747
Cabbage with ham hocks,Black pudding. dry-fried,0.7709099514177373
Ham or pork salad,"Lotus seed (Nelumbo nucifera Gaertn.), pre-soaked at 4oC for 12 h, steamed for 30 min",0.7791590525064519
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Macaroni. Spaghetti Whole-Meal,0.7757772519474541
"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",mc sundae with waffle (mc donalds,0.7786467780274842
"Pork and vegetables, Hawaiian style",White sauce packet mix. made up with skimmed milk,0.7844139099333572
Kung Pao pork,Goat`S Cheese. Soft,0.7708494280077258
"Moo Shu pork, without Chinese pancake","Fusilli pasta twists (Tesco Stores Ltd, UK), boiled 10 min in salted water",0.7734084282345136
Pork and onions with soy-based sauce,Olive Spread (Tesco),0.7770510332842215
"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",White bread containing 24 g whole Salba,0.7869720785107116
"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Chicken Curry Frozen Meal,0.7738805330885359
"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Chicken. stir-fried with rice and vegetables. frozen. reheated,0.7784848893909855
"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Melon. Galia. weighed whole,0.7742802654342079
"Pork chow mein or chop suey, no noodles","Cake, prepared with brown rice, corn, millet and buckwheat, gluten-free (Gallette Chicchi al vento, Grancereale, Barilla, Italy)",0.7743492536881285
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce","Lentils, green, dried, boiled",0.7761291153949937
"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Lactose,0.7783665008142124
"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Kelloggs Special K yoghurty low fat,0.7728695804814616
"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",BITTER. sweet. all types. average values,0.7780887919622052
"Sausage and peppers, no sauce",Curds Spread With Sweet Capsicum,0.7873344653831804
"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Cream. cultured. 9 % fat,0.7746973676738826
"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",Red cabbage fresh cooked,0.7827380927708075
"Pork shish kabob with vegetables, excluding potatoes",Fish cakes. fried in blended oil,0.7848975566809865
"Stuffed christophine, Puerto Rican style",Broccoli tops. raw,0.7818883577321921
"Pork chop stewed with vegetables, Puerto Rican style",Tortilla chips,0.7826893742769823
"Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",Chicken in sour sweet sauce,0.7734714810632973
"Lamb or mutton stew with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",potato crisps fat reduced,0.7707022363399416
"Veal goulash with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Beetroot,0.7705304855836269
"Lamb shish kabob with vegetables, excluding potatoes","bean sprouts, raw",0.7763623192881037
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Mustard. yellow. ready made,0.7831010814487177
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Sprouted kamut bread,0.7701286537328984
"Chicken or turkey shish kabob with vegetables, excluding potatoes",chicken salad-prepacked,0.7853001663470919
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",Lemon peel. raw,0.7770723290297563
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy","Zùsto® sweetener (Zùsto, NV), containing polydextrose, erythritol, inulin, fructooligosaccharides, maltodextrins, isomaltulose and sucralose43",0.7802107048276324
"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce","Wholemeal bread (Barilla G.eR. Fratelli S.p.A., Parma, Italy)23",0.7789718269648244
"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",Eggs. chicken. scrambled. with milk,0.7726615276018921
Chicken or turkey divan,Pea Very Fine Canned,0.7770311237473433
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce","fish with vegetables, semifat",0.783239684290781
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce","Mango, raw (Chin-Hwang Mango)",0.7811977794608045
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce","Peach, raw",0.7771224234196447
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce","Chicken in sour-sweet sauce, dish",0.7724902813827469
General Tso chicken,Lager. premium,0.7730792737179424
Moo Goo Gai Pan,Quavers Walkers Cheese Flavour (20g),0.7770844314621509
Kung pao chicken,Instant dessert powder. made up with milk,0.7827487877747017
Almond chicken,Chicken nuggets. takeaway,0.7823181640555581
"Chicken or turkey chow mein or chop suey, no noodles","Ice-cream, low-fat,1.2% fat, Light Prestige rich vanilla (Norco, Australia)",0.7782980381076676
"Chicken or turkey salad, made with mayonnaise",Brown ale. bottled,0.783018445918805
Chicken or turkey salad with nuts and/or fruits,Snails With Tomato Sauce,0.776695608399909
Chicken or turkey salad with egg,"Cheese, 50+",0.7747952389649975
"Chicken or turkey salad, made with light mayonnaise","Potato, novel clone, selection 1 (CV92056-4, grown in Ontario; harvested Oct. 2009), unpeeled, cut into 2.5-3 cm cubes, boiled in salted water for 15 min Canada",0.7709060381512434
"Chicken or turkey salad, made with mayonnaise-type salad dressing","Long grain, boiled 5 min",0.7765711755062328
"Chicken or turkey salad, made with light mayonnaise-type salad dressing","Probiotic drink, original",0.7765901568523238
"Chicken or turkey salad, made with creamy dressing","Oranges (Sunkist, Van Nuys, CA, USA)",0.7767263314190805
"Chicken or turkey salad, made with light creamy dressing",Vermouth. sweet,0.7788583508107154
"Chicken or turkey salad, made with any type of fat free dressing","Doughnut, cake type (Loblaw's, Canada) Canada",0.7774465789453641
"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",Cheese cake,0.7711995813072924
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing","Roti, made from Saleem 2000 wheat (Triticum aesitivum L.) flour",0.7752179680010549
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Coffee Creamer Liquid Balance,0.7758326931950912
"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",grapefruit raw,0.7778099176919514
"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",Herring. breaded. fried. in vinegar with sugar,0.7700971913424257
"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing","Haricot/Navy beans, dried, boiled",0.779439803455832
"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",Curds Spread With Sweet Capsicum,0.7773833010846302
"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",hoi sin sauce (Uncle Bens),0.7778784437755227
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",Beef >10 G Fat Prepared,0.7804168646626347
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",Vermicelli. raw,0.7847683400567628
